,year,pct,ser_num,datestop,timestop,recstat,inout,trhsloc,perobs,crimsusp,perstop,typeofid,explnstp,othpers,arstmade,arstoffn,sumissue,sumoffen,compyear,comppct,offunif,officrid,frisked,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,sex,race,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,city,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypcm,linecm,detailcm
439970,2009,113,8353,9222009,915,A,O,P,2.0,ROBBERY,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,113,113,N,N, , ,M,B,1271979,30,6,1,200,BK,BR,M, ,L, , ,STREET, , ,LINDEN BOULEVARD,196 STREET, ,QUEENS, , ,113,J, , ,1051909,0191996,CM,1,85
521928,2009,88,6404,11122009,2103,1,I,H,1.0,CRIM TRES,1,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,803,803,N,N, , ,M,B,6021994,16,6,0,160,BK,BR,M, ,L, , , ,38,FLEET WALK,MYRTLE AVENUE,TILLARY STREET, ,BROOKLYN, , ,88,J, , ,0989272,0192373,CM,1,31
199344,2009,40,6102,4152009,1740,1,O,P,1.0,CPW,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,40,40,Y,Y, , ,M,B,2081994,15,5,5,140,BK,BR,T, ,L, , ,STREET, , ,JACKSON AVENUE,EAST 152 STREET, ,BRONX, , ,40,D,6, ,1009693,0236593,CM,1,20
427610,2009,23,10362,9132009,2020,1,I,H,1.0,CRIMINAL TRESPASS,3,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,805,805,N,N, , ,M,Q,6061984,20,5,9,160,BK,BR,T, ,L, , ,LOBBY,431,EAST 102 STREET,ROOSEVELT DRIVE,1 AVENUE, ,MANHATTAN, , ,23,A, , ,1000562,0225897,CM,1,31
329892,2009,77,5455,7102009,1545,A,O,P,2.0,CPW,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,77,77,Y,N, , ,M,B,9191980,18,5,11,200,BK,BR,M, ,L, , ,STREET, , ,PARK PLACE,NOSTRAND AVENUE, ,BROOKLYN, , ,77,F,10, ,0998074,0184626,CM,1,20
312978,2009,70,5807,6282009,1934,A,O,P,1.0,GLA/FEL,9,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,70,70,N,N, ,S,M,B,3101989,20,5,1,130,BK,BR,T, ,L, , ,STREET, , ,AVENUE D,BEDFORD AVENUE, ,BROOKLYN, , ,70,H,18, ,0996938,0172664,CM,1,46
334695,2009,103,6553,7142009,1430,1,O,P,2.0,BURGLARY,5,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,185,185,N,N,V,S,M,B,7251985,21,5,11,220,BK,BR,H, ,L, , ,STREET, , ,169 STREET,104 AVENUE, ,QUEENS, , ,103,I,14, ,1042866,0195142,CM,1,14
252773,2009,79,7407,5172009,250,A,O,P,2.0,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,175,175,N,N, , ,M,B,12231987,21,5,7,160,BK,BK,M, ,L, , , , , ,DE KALB AVENUE,MARCUS GARVEY BOULEVARD, ,BROOKLYN, , ,79,D,11, ,1000897,0191645,CM,1,85
448916,2009,120,15889,9272009,230,1,I,H,2.0,CRIM TRES,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,120,120,N,N, , ,M,B,7251980,29,5,4,150,BK,BR,M, ,L, , ,LOBBY,89,JERSEY STREET,RICHMOND TERRACE HOUSES,RICHMOND TERRACE, ,STATEN ISLAND, , ,120,G, , ,0959855,0174463,CM,1,31
299652,2009,83,5471,6192009,348,A,O,P,1.0,MISD,10,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,83,83,N,N, , ,M,B,9051973,31,5,9,170,BK,BR,T, ,L, , ,STREET, , ,BROADWAY,MADISON STREET, ,BROOKLYN, , ,83,C, , ,1006489,0190021,CM,1,74
504864,2009,34,6481,11012009,116,A,O,P,1.0,C.P.W.,10,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,34,34,Y,N, , ,M,Q,12311900,21,5,10,190,BK,BK,M, ,L, , ,PARK,1,CORBIN DRIVE,FORT TRYON PARK,CORBIN PLAZA, ,MANHATTAN, , ,34,B,4, , , ,CM,1,20
34315,2009,73,1547,1192009,1634,A,I,H,1.0,CRIM TRES,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,802,802,N,N, , ,F,B,10081968,40,5,5,175,BK,BR,T, ,L, , ,HALLWAY,308,SUTTER AVENUE,OSBORN STREET,ROCKAWAY AVENUE, ,BROOKLYN, , ,73,I,9, ,1009631,0182433,CM,1,31
343718,2009,88,3744,7202009,2051,1,I,H,1.0,MISD,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,824,824,N,N, , ,M,B,2151985,24,5,8,160,BK,BR,M, ,L, , ,LOBBY,79,NORTH OXFORD WALK,MYRTLE AVENUE,PARK AVENUE, ,BROOKLYN, , ,88,J, , ,0991165,0192571,CM,1,31
578345,2009,70,10277,12292009,1855,1,I,H,1.0,FEL,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,70,70,Y,N, , ,M,B,12231993,16,5,6,135,BK,BR,M, ,L, , ,3RD FLOOR,625,OCEAN AVENUE,ALBEMARLE ROAD,CHURCH AVENUE, ,BROOKLYN, , ,70,I,22, ,0995202,0175227,CM,1,14
267624,2009,26,1906,5272009,1130,A,O,P,3.0,GLA,5,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,26,26,Y,N,V,S,M,B,5131977,32,5,10,175,BK,BR,M, ,L, , ,STREET, , ,SAINT NICHOLAS AVENUE,WEST 141 STREET, ,MANHATTAN, , ,26,F, , ,0999174,0238490,CM,1,46
291063,2009,44,6020,6122009,2310,A,O,P,3.0,FEL,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,44,44,Y,N, , ,M,Q,3181978,31,5,7,190,BK,BR,T, ,L, , ,SIDEWALK,11,EAST 170 STREET,TOWNSEND AVENUE,JEROME AVENUE, ,BRONX, , ,44,T, ,67,1007145,0245349,CM,1,20
79814,2009,46,1124,2112009,1215,A,O,P,1.0,CPW,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,46,46,N,N, , ,M,Q,2231987,21,5,4,120,BR,BR,T, ,L, , , ,1600,SEDGWICK AVENUE,WEST 176 STREET,WASHINGTON BRIDGE, ,BRONX, , ,46,M,9, ,1005312,0248225,CM,1,20
537954,2009,81,8432,11232009,1715,1,O,P,2.0,CPW,2,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,81,81,Y,N,V,S,M,B,9081986,23,5,8,150,BK,BR,M, ,L, , , , , ,BAINBRIDGE STREET,HOWARD AVENUE, ,BROOKLYN, , ,81,I,11, ,1006475,0187850,CM,1,20
4551,2009,67,133,1032009,2105,A,O, ,1.0,MISD,4,P,Y,N,Y,511.1A,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,67,67,Y,N, , ,M,B,10241975,33,6,0,200,BK,BR,H, ,L, , ,STREET,177,EAST 51 STREET,CLARKSON AVENUE,WINTHROP STREET, ,BROOKLYN, , ,67,I, , ,1003674,0178904,CM,1,19
72918,2009,79,1840,2072009,2145,1,O,H,2.0,CPW (FEL),5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,803,803,Y,N, , ,M,B,12251985,23,5,5,150,BK,BR,M, ,L, , ,SIDEWALK,435,GATES AVENUE,MARCY AVENUE,NOSTRAND AVENUE, ,BROOKLYN, , ,79,H,7, ,0998261,0189338,CM,1,20
164004,2009,43,2507,3262009,1433,1,O,P,2.0,MISD,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,43,43,N,N, , ,M,B,12311900,22,5,7,140,BK,BR,M, ,L, , ,STREET,1602,WESTCHESTER AVENUE,MORRISON AVENUE,STRATFORD AVENUE, ,BRONX, , ,43,E, ,20,1018761,0241434,CM,1,46
152064,2009,44,3062,3192009,2257,A,O,P,1.0,FEL,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,44,44,N,N, , ,M,Q,7131991,17,5,9,160,BK,BK,M, ,L, , ,STREET,1362,GRAND CONCOURSE,EAST 170 STREET,MARCY PLACE, ,BRONX, , ,44,Q, ,32,1007891,0244500,CM,1,20
345041,2009,73,16124,7212009,2115,A,O,P,1.0,CPW,3,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,73,73,N,Y, , ,Z,Z,4141964,45,5,9,180,BK,BR,M, ,L, , ,STREET,694,ROCKAWAY AVENUE,LIVONIA AVENUE,DUMONT AVENUE, ,BROOKLYN, , ,73,J,10, ,1009482,0180855,CM,1,20
61184,2009,47,815,2012009,59,A,O,P,1.0,FELONY,1,R,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,183,183,N,N,V,S,M,B,12311900,30,5,10,240,BK,BR,M, ,L, , ,STREET, ,BARNES AVENUE,EAST 220 STREET,EAST 219 STREET, ,BRONX, , ,47,B, , ,1022979,0260887,CM,1,20
541404,2009,9,4952,11262009,105,1,O,P,2.0,MAKING GRAFFITTI,2,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,009,9,Y,N, ,S,M,W,12081991,18,4,8,170,BK,BK,M, ,L, , ,MAKING GRAFFITTI, , ,3 AVENUE,EAST 10 STREET, ,MANHATTAN, , ,9,D,9, ,0987284,0205499,CM,1,59
370435,2009,71,4085,8072009,1835,A,O,P,1.0,CPW,2,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,71,71,N,N, , ,M,B,1071981,29,5,11,160,BK,BR,M, ,L, , ,SIDEWALK,881,FRANKLIN AVENUE,CARROLL STREET,PRESIDENT STREET, ,BROOKLYN, , ,71,A,1,1,0995701,0182853,CM,1,20
504733,2009,23,11947,11012009,20,1,O,H,1.0,FEL,5,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,833,833,Y,N, , ,M,B,10291985,29,6,1,190,BK,BR,M, ,L, , ,SIDEWALK, , ,2 AVENUE,EAST 99 STREET, ,MANHATTAN, , ,23,A, , ,0999288,0225706,CM,1,20
259866,2009,20,1142,5222009,5,A,O,P,1.0,AUTO STRIPPING,10,V,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,20,20,N,N, , ,M,W,8281991,17,5,7,140,BR,BR,T, ,L, , ,STREET, , ,RIVERSIDE DRIVE,WEST 76 STREET, ,MANHATTAN, , ,20,F, , ,0988556,0224615,CM,1,10
70097,2009,71,877,2062009,1505,A,O,P,1.0,GLA,5,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,71,71,N,N,V,S,M,B,9101977,31,5,7,180,BK,BR,M, ,L, , ,STREET, , ,EMPIRE BOULEVARD,BROOKLYN AVENUE, ,BROOKLYN, , ,71,J,8, ,0999380,0181277,CM,1,46
115867,2009,41,1024,2282009,1450,A,O,P,30.0,ROBBERY,5,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,41,41,N,N, ,S,M,Z,6111987,21,6,1,190,BK,BR,M, ,L, , ,SIDEWALK, , ,EAST 167 STREET,TIFFANY STREET, ,BRONX, , ,41,J,10, ,1013355,0240319,CM,1,85
101602,2009,19,538,2212009,1635,A,O,P,2.0,FELONY,2,P,Y,Y,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,19,19,N,N,V,S,M,Q,7201970,38,5,7,180,BR,BR,M, ,L, , ,SIDEWALK,309,EAST 87 STREET,1 AVENUE,2 AVENUE, ,MANHATTAN, , ,19,K, , ,0997889,0222855,CM,1,46
492203,2009,114,8760,10242009,100,A,I,P,15.0,FEL,5,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,169,169,N,N, , ,M,W,5221980,29,6,0,185,BK,BR,M, ,L, , ,STREET, , ,CRESCENT STREET,QUEENS PLAZA NORTH, ,QUEENS, , ,114,I, , ,1000801,0212880,CM,1,14
386025,2009,107,3914,8182009,1027,A,O,P,1.0,BURGLARY,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,107,103,N,N, , ,M,W,3301986,28,5,0,190,BR,BR,M, ,L, , ,PRIVATE HOUSE,67-17,181 STREET,69 AVENUE,67 AVENUE, ,QUEENS, , ,107,G, , ,1042183,0207157,CM,1,14
330524,2009,43,5465,7102009,2230,1,O,P,1.0,MISD,2,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,43,43,N,Y, , ,M,Q,6241994,16,5,7,125,BR,BR,T, ,L, , ,STREET, , ,HARROD PLACE,MORRISON AVENUE, ,BRONX, , ,43,E, , ,1018999,0241346,CM,1,20
478968,2009,33,5254,10152009,1843,1,I,T,4.0,FEL/ GRAND LARCENY,10,V,Y,N,N, ,N, ,0,0,Y, ,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,850,850,N,N, , ,M,W,5061988,21,5,5,150,BK,BR,M, ,L, , ,TURNTILE, , ,BROADWAY,WEST 168 STREET, ,MANHATTAN, , ,33,D,10, ,1000916,0245710,CM,1,45
312816,2009,79,9830,6282009,1630,A,O,P,4.0,CPW,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,79,79,N,Y, , ,M,B,6031961,48,5,9,160,BK,BR,M, ,L, , ,HALLWAY,385,LEXINGTON AVENUE,TOMPKINS AVENUE,MARCY AVENUE, ,BROOKLYN, , ,79,D,11, ,0999042,0190002,CM,1,20
140854,2009,113,2601,3132009,2130,A,O,P,3.0,FELONY,3,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,113,113,N,Y, , ,M,B,3141966,43,6,0,160,ZZ,BR,M, ,L, , ,STREET, , ,142 PLACE,123 AVENUE, ,QUEENS, , ,113,G, , ,1040273,0185149,CM,1,20
211036,2009,23,4369,4222009,1910,A,O,P,1.0,MISD,3,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,23,23,N,N, , ,M,Z,9191993,15,5,7,140,BK,BK,T, ,L, , ,SIDEWALK,230,E 102 ST, , , ,MANHATTAN, , ,23, , , ,0999273,0226607,CM,1,59
211038,2009,110,5365,4222009,1912,A,O,P,0.0,FEL,5,V,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,169,169,Y,N, , ,M,P,4151991,18,5,7,150,BK,BR,M, ,L, , ,SIDEWALK, , ,CORONA AVENUE,94 STREET, ,QUEENS, , ,110,E, , ,1020290,0209761,CM,1,85
387170,2009,114,6907,8192009,39,A,O,P,3.0,GLA,6,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,114,114,N,N,V,S,M,A,1301973,36,5,8,165,BK,BR,H, ,L, , ,STREET, , ,NORTHERN BOULEVARD,39 AVENUE, ,QUEENS, , ,114,E, , ,1003102,0213249,CM,1,46
371323,2009,123,1831,8082009,100,A,O,P,1.0,GLA,5,V,Y,N,N, ,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,123,123,Y,N, ,S,M,Q,10251991,17,5,6,150,BL,BR,T, ,L, , , , , ,PITTSVILLE AVENUE,CHELSEA STREET, ,STATEN ISLAND, , ,123,A, , ,0916062,0124026,CM,1,46
6058,2009,14,24,1042009,2035,A,O, ,1.0,CPW,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,14,14,N,N, , ,M,P,8111964,44,5,9,160,BK,BR,M, ,L, , , ,541,8 AVENUE,WEST 38 STREET,WEST 37 STREET, ,MANHATTAN, , ,14,G,4,91,0986461,0214048,CM,1,20
333332,2009,110,6914,7132009,335,A,O,P,5.0,BURG,10,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,110,110,N,N, , ,M,W,3081962,47,6,2,200,BR,HA,M, ,L, , ,PARKING LOT,45-12,74 STREET,QUEENS BOULEVARD,45 AVENUE, ,QUEENS, , ,110,A, , ,1014658,0209108,CM,1,14
458323,2009,81,7218,10022009,2130,1,O,P,5.0,MAKING GRAFFITTI,4,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,81,81,Y,N, , ,M,B,4301974,35,5,9,115,BK,BR,T, ,L, , ,ATF BUILDING,31,PATCHEN AVENUE,GREENE AVENUE,VAN BUREN STREET, ,BROOKLYN, , ,81,C,3, ,1004289,0191174,CM,1,59
554327,2009,79,19407,12052009,2000,A,O,P,2.0,MISD,3,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,175,175,N,N, , ,M,B,3161992,17,5,8,140,BR,BL,T, ,L, , ,STREET,685,GATES AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE, ,BROOKLYN, , ,79,C,8, ,1000994,0189752,CM,1,20
66629,2009,105,856,2042009,1853,A,O,P,1.0,FEL,2,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,105,105,N,N, , ,M,Z,1041962,46,5,10,165,BK,BR,Z, ,L, , ,STREET,218-79,HEMPSTEAD AVENUE,220 STREET,SPRINGFIELD BOULEVARD, ,QUEENS, , ,105,I,22, ,1057517,0199251,CM,1,14
185272,2009,81,2592,4072009,1555,1,O,P,1.0,CPW,2,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,81,81,N,N, , ,M,B,4151983,25,5,5,150,BK,BR,M, ,L, , ,STREET,855,GATES AVENUE,REID AVENUE,STUYVESANT AVENUE, ,BROOKLYN, , ,81,D,4, ,1003120,0190076,CM,1,20
445140,2009,34,5108,9252009,330,A,O,P,5.0,MISD,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,174,174,N,N, , ,M,Q,11041992,16,5,9,300,BR,BR,H, ,L, , ,SIDEWALK, , ,WADSWORTH AVENUE,WEST 187 STREET, ,MANHATTAN, , ,34,A,3, ,1002999,0250268,CM,1,28
