,year,pct,ser_num,datestop,timestop,recstat,inout,trhsloc,perobs,crimsusp,perstop,typeofid,explnstp,othpers,arstmade,arstoffn,sumissue,sumoffen,compyear,comppct,offunif,officrid,frisked,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,sex,race,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,city,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypcm,linecm,detailcm
323334,2010,108,3853,7032010,25,1,O,P,1,CPW,10,V,Y,Y,N, ,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,108,108,Y,N, ,S,M,Q,1171988,22,5,6,170,BK,BR,M, ,L, , ,STREET,69-16,ROOSEVELT AVE,70 STREET,69 STREET, ,QUEENS, , ,108,K, ,  10,1013035,212460,CM,1,20
203923,2010,6,1200,4282010,1940,1,I,T,5,GRAND LARCENY,3,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,863,863,Y,N,V,S,M,B,6271957,52,5,10,170,BK,BR,M, ,L, , ,SUBWAY STREET STAIRS P, , ,BROADWAY,EAST 8 STREET, ,MANHATTAN, , ,6,B, , ,986354,205451,CM,1,45
174837,2010,14,3894,4152010,5,1,I,T,2,CPW/ FORCIBEL TOUCHING,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,872,872,N,Y, , ,M,W,11291988,19,6,1,160,BL,HA,T, ,L, , , , , ,8 AVENUE,WEST 42 STREET, ,MANHATTAN, , ,14,H,11, ,987078,215157,CM,1, 20
271292,2010,113,4341,5312010,2155,A,O,P,1,MISD,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,178,178,N,N, , ,M,B,2021988,22,6,1,210,BK,BR,M, ,L, , ,STREET, , ,INWOOD STREET,ROCKAWAY BOULEVARD, ,QUEENS, , ,113,A, , ,1041777,184745,CM,1, 20
136176,2010,28,1378,3232010,1415,A,O,P,1,FELONY,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,28,28,N,N, , ,M,B,3041983,27,5,8,190,BK,BR,T, ,L, , ,PUBLIC STREET, , ,7 AVENUE,WEST 115 STREET, ,MANHATTAN, , ,28,G, , ,997255,231665,CM,1,85
345291,2010,33,2849,7162010,2145,A,O,P,5,MISD,7,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,174,174,N,N, , ,M,Q,12291974,36,5,11,210,BK,BR,M, ,L, , ,STREET, , ,AMSTERDAM AVENUE,WEST 164 STREET, ,MANHATTAN, , ,33,A,   4, ,1001174,244309,CM,1,24
569317,2010,106,7752,12042010,2310,A,O,P,0,MISD,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,106,106,N,N, , ,M,W,12311900,24,5,8,160,BR,BR,M, ,L, , , , , ,LEFFERTS BOULEVARD,149 AVENUE, ,QUEENS, , ,106,K, , ,1033784,182962,CM,1,59
92248,2010,120,2805,2232010,2210,1,I,H,2,CRIM TRES,1,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,120,120,Y,N, , ,M,B,10011984,25,5,7,175,BR,BR,M, ,L, , ,3RD FLOOR HALLWAY,169,CONTINENTAL P,GRANDVIEW AVENUE,LOCKMAN AVENUE, ,STATEN IS, , ,120,T, , ,939162,168929,CM,1,31
341310,2010,41,4342,7142010,1045,A,O,P,2,CPW/FELONY,4,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,41,41,Y,N, , ,M,Q,2211986,25,5,7,170,BK,BR,M, ,L, , ,STREET, , ,WESTCHESTER AVENUE,ROGERS PLACE, ,BRONX, , ,41,F,  62, ,1012519,238624,CM,1,20
44001,2010,33,294,1262010,1146,1,I,T,1,GRAND LARCENY,3,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,862,862,N,N, , ,M,Q,4171989,20,6,1,160,BL,BR,T, ,L, , ,MEZZANINE, , ,BROADWAY,WEST 168 STREET, ,MANHATTAN, , ,33,B,6, ,1000916,245710,CM,1,45
12014,2010,62,114,1092010,10,A,I,P,1,BURG,1,V,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,62,62,N,N, , ,M,W,1051984,25,5,10,160,BR,BR,M, ,L, , ,STREET, , ,AVENUE T,WEST 4 STREET, ,BROOKLYN, , ,62,B, , ,990912,157501,CM,1,14
316023,2010,67,6714,6292010,5,1,O,P,1,M,3,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,139,139,N,N, , ,M,B,2071989,21,5,9,250,BK,BR,H, ,L, , ,STREET, , ,EAST 56 STREET,AVENUE D, ,BROOKLYN, , ,67,K, , ,1005462,173365,CM,1, 23
219045,2010,112,1126,5052010,1900,A,O,P,2,GLFA,5,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,112,112,Y,N, ,S,M,W,3311961,49,6,1,200,BA,BL,M, ,L, , ,STREET, , ,VANHORN STREET,60 AVENUE, ,QUEENS, , ,112,C,6, ,1019261,205459,CM,1,45
319974,2010,81,6078,7012010,54,1,O,P,3,CPM,10,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,140,140,Y,N, , ,M,B,5101983,27,6,0,165,BK,BR,M, ,L, , ,PARK, , ,HOWARD AVENUE,HALSEY STREET, ,BROOKLYN, , ,81,G,   9, ,1006313,188918,CM,1,27
73923,2010,104,1149,2122010,2110,1,I,T,5,MISD,5,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,875,875,N,N,V,S,M,B,12201992,17,6,0,150,BK,BR,T, ,L, , ,WYCKOFF AVE L MEZZ ARE, , ,WYCKOFF AVENUE,MYRTLE AVENUE, ,QUEENS, , ,104,B, , ,1008918,194147,CM,1,23
479631,2010,88,6039,10142010,1018,1,I,T,15,FEL,4,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,868,868,Y,N, , ,M,B,12311900,29,5,7,150,BK,BR,M, ,L, , ,MEZZ, , ,FULTON STREET,SOUTH PORTLAND AVEN, ,BROOKLYN, , ,88,H, , ,991339,189319,CM,1,45
154943,2010,23,4484,4032010,2120,1,O,H,2,CRIMINAL TRESPASS,3,P,Y,N,N, ,Y,PARK AFT,0,0,Y, ,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,805,805,N,N, , ,M,Q,5161984,25,5,10,200,BK,BK,M, ,L, , ,PARK,60,EAST 102 STRE,PARK AVENUE,MADISON AVENUE, ,MANHATTAN, , ,23,C, , ,997845,227405,CM,1,31
435748,2010,14,9096,9172010,1501,1,I,T,10,MISD,5,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,872,872,N,N,V,S,M,P,3101977,33,5,7,200,BK,BR,M, ,L, , ,SUBWAY STATION, , ,LEXINGTON AVENUE,EAST 42 STREET, ,MANHATTAN, , ,14,B,  10, ,990886,213048,CM,1,87
66183,2010,14,1171,2072010,1345,1,I,T,5,PUBIC LEWD ACT,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,860,860,N,N, , ,M,W,11301936,73,5,9,205,SP,BR,M, ,L, , ,N/R PLAT. VIC. EL #230, , ,BROADWAY,WEST 42 STREET, ,MANHATTAN, , ,14,E,13, ,988018,214637,CM,1,76
395922,2010,47,6426,8212010,2250,1,O,H,2,FEL,5,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,833,833,Y,N, ,S,M,B,12311900,26,5,8,165,BK,BR,M, ,L, , ,STREET,3885,BAYCHESTER AV,GRENADA PLACE,SCHIEFELIN AVENUE, ,BRONX, , ,47,F, , ,1028003,262808,CM,1,27
251991,2010,63,1205,5212010,2010,A,O,P,2,GLA,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,63,63,Y,N, , ,M,B,9161990,19,6,1,200,BK,BR,T, ,L, , ,STREET, , ,GLENWOOD ROAD,RALPH AVENUE, ,BROOKLYN, , ,63,H, , ,1006773,170446,CM,1, 46
418572,2010,77,7934,9052010,2127,1,I,H,3,CPW & CRIMINAL TRESPASS,3,R,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,802,802,Y,N, , ,M,B,12311900,23,5,10,165,BK,BR,T, ,L, , ,LOBBY,1400,BERGEN STREET,TROY AVENUE,ALBANY AVENUE, ,BROOKLYN, , ,77,I,   5, ,1001333,185368,CM,1,20
349689,2010,60,4708,7202010,2025,1,I,H,1,FEL,3,P,Y,N,N, ,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,60,60,Y,N,V,S,M,Q,5101962,48,5,10,160,BK,BR,M, ,L, , ,LOBBY,2292,WEST 11 STREE,AVENUE W,MARLBOROUGH PROJECT, ,BROOKLYN, , ,60,I, , ,989410,154938,CM,1,20
335353,2010,100,2098,7102010,220,A,O,P,1,BURGLARY,15,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,100,100,N,N, , ,M,B,3261992,18,6,0,200,BK,BR,H, ,L, , , ,325,BEACH 148 STR,NEWPORT AVENUE,NEPONSIT AVENUE, ,QUEENS, , ,100,E,   9, ,1021906,147573,CM,1,14
234633,2010,109,3824,5132010,42,A,O,P,3,GLA,5,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,109,109,Y,N,V,S,M,Q,2141993,17,5,5,185,BR,BR,M, ,L, , ,STREET, , ,STATION ROAD,159 STREET, ,QUEENS, , ,109,H, , ,1037826,216948,CM,1,46
347233,2010,94,1063,7182010,158,1,O,P,1,ASSAULT,20,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,94,94,N,N,V,S,M,Q,12311900,19,5,8,150,BR,BR,M, ,L, , ,STREET, , ,NASSAU AVENUE,MANHATTAN AVENUE, ,BROOKLYN, , ,94,E,  10, ,997890,202970,CM,1,9
580958,2010,120,18599,12132010,1130,A,O,P,1,BURG,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,120,120,N,N, , ,F,Q,3041988,22,5,6,130,BR,BR,T, ,L, , ,STREET,164,VANCORTLANDT,CLOVE ROAD,ELM PLACE, ,STATEN IS, , ,120,I, , ,956127,163339,CM,1,14
84849,2010,75,2467,2192010,155,A,O,P,2,"BURGLARY, CRIMINAL TRESPASS",4,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,75,75,N,N, , ,M,B,9031985,38,5,7,170,BK,BR,M, ,L, , ,LIBRARY, , ,ARLINGTON AVENUE,ASHFORD STREET, ,BROOKLYN, , ,75,B, , ,1015665,187235,CM,1,14
81052,2010,106,820,2172010,1850,A,O,P,2,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,106,106,N,N, , ,M,A,6121984,26,5,7,170,BK,BR,M, ,L, , ,STREET, , ,121 STREET,111 AVENUE, ,QUEENS, , ,106,H, , ,1034295,187437,CM,1,46
320533,2010,120,10273,7012010,1403,1,I,H,1,CRIMINAL TRESPASS,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,120,120,N,N, , ,F,B,6271985,25,5,6,150,BR,BR,M, ,L, , ,STAIRWELL,456,RICHMOND TERR,JERSEY STREET,WESTERVELT AVENUE, ,STATEN IS, , ,120,G, , ,959848,175101,CM,1,31
242921,2010,120,8709,5162010,2145,A,O,P,1,CPW,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,120,120,Y,N, , ,M,B,8231992,17,6,0,300,BR,BR,H, ,L, , ,SIDEWALK,215,BENZIGER AVEN,JERSEY STREET,BISMARK AVENUE, ,STATEN IS, , ,120,G, , ,960417,172234,CM,1, 20
64583,2010,81,1174,2062010,1530,1,O,P,1,CPW,3,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,81,81,Y,N,V,S,M,B,3071987,22,6,0,160,BK,BR,M, ,L, , ,SIDEWALK,425,PULASKI STREE,BROADWAY,STUYVESANT AVENUE, ,BROOKLYN, , ,81,B,2, ,1002746,192202,CM,1,20
105412,2010,77,2139,3032010,1920,1,O,P,2,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,175,175,N,N, , ,M,B,6261960,50,5,11,230,BK,BR,H, ,L, , ,STREET,244,NEW YORK AVEN,SAINT JOHNS PLACE,STERLING PLACE, ,BROOKLYN, , ,77,G,12,25,998805,184085,CM,1,85
74542,2010,70,1070,2132010,10,A,O,P,1,MISD,10,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,66,66,N,N, , ,M,B,4031976,33,6,2,250,BK,BR,H, ,L, , ,STREET, , ,ROGERS AVENUE,CORENDON ROAD, ,BROOKLYN, , ,70, , , , , ,CM,1,9
482350,2010,20,3257,10152010,2044,A,O,P,2,ROBBERY,6,P,Y,N,Y,ROBBERY,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,20,20,Y,N, , ,M,B,9191959,51,5,5,150,SP,BR,T, ,L, , ,STREET,315,WEST 77 STREE,RIVERSIDE DRIVE,WEST END AVENUE, ,MANHATTAN, , ,20,F, , ,989078,224626,CM,1,85
445402,2010,81,8575,9232010,2240,1,O,P,1,FEL,3,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,187,187,Y,Y,V,S,M,B,12311900,20,5,7,165,BK,BR,M, ,L, , ,STREET, , ,DE KALB AVENUE,BROADWAY, ,BROOKLYN, , ,81,B,   2, ,1003744,192077,CM,1,20
455401,2010,71,5999,9302010,930,1,I,P,1,CRIM TRESS,5,V,Y,N,Y,CRIM TRE,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,71,71,N,N, , ,M,Q,11021984,25,5,6,150,BK,BR,T, ,L, , , ,275,OCEAN AVENUE,PARKSIDE AVENUE,LINCOLN ROAD, ,BROOKLYN, , ,71,C,  10, ,994743,178524,CM,1,31
78418,2010,52,900,2152010,2129,A,O,P,1,CPW,2,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,173,52,N,N, , ,F,B,9181992,17,5,4,120,BK,BR,T, ,L, , ,SIDEWALK, , ,WEST 183 STREET,AQUEDUCT AVENUE, ,BRONX, , ,52,B, , ,1010032,252384,CM,1,20
464503,2010,103,15829,10062010,125,1,O,P,1,FEL,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,103,103,N,N, , ,M,B,12311900,26,5,9,160,BK,BR,M, ,L, , ,STREET, , ,JAMAICA AVENUE,188 STREET, ,QUEENS, , ,103,D,7, ,1047834,198333,CM,1,20
436243,2010,108,5055,9172010,2040,1,O,P,1,ROBBERY,10,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,108,108,Y,N, ,S,M,Q,12071994,15,5,7,150,BR,BR,M, ,L, , ,STREET, , ,68 STREET,37 AVENUE, ,QUEENS, , ,108,J, , ,1012614,211959,CM,1,85
234007,2010,122,2351,5122010,2025,1,O,P,1,MAKING GRAFFITI,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,122,122,N,N, , ,M,W,1221975,35,5,11,275,BR,BR,H, ,L, , ,SCHOOL AREA, , ,ELKHART STREET,CORBIN AVENUE, ,STATEN IS, , ,122,A, , ,942317,145094,CM,1,59
458106,2010,63,2587,10012010,2110,A,O,P,1,FEL,15,V,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,63,63,Y,N,V, ,M,B,12311900,26,5,10,165,BK,BR,M, ,L, , ,RESIDENTIAL, , ,EAST 52 STREET,AVENUE H, ,BROOKLYN, , ,63,H, , ,1004672,169892,CM,1,46
218348,2010,109,3542,5052010,1320,A,O,P,1,BURG,5,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,109,109,Y,N,V,S,M,Q,6211991,18,5,8,160,BR,BR,M, ,L, , ,STREET, , ,34 AVENUE,146 STREET, ,QUEENS, , ,109,K, , ,1033798,218849,CM,1,14
140330,2010,88,1653,3252010,2000,A,O,P,1,MISD,5,V,Y,N,Y,CPM,N, ,0,0,N, ,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,594,594,N,N,V,S,M,B,7111989,20,6,1,160,BK,BR,T, ,L, , ,PUBLIC STREET, , ,NORTH PORTLAND AVENUE,PARK AVENUE, ,BROOKLYN, , ,88,G, , ,990792,192919,CM,1,27
594088,2010,44,12726,12222010,1920,A,O,P,1,MISD,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,163,163,Y,Y, , ,M,Q,6111991,19,5,10,160,BR,BR,T, ,L, , , ,16,ELLIOT PLACE,WALTON AVENUE,JEROME AVENUE, ,BRONX, , ,44,P, , ,1007037,245107,CM,1,27
134302,2010,73,4222,3212010,1255,1,O,H,10,CRIM TRES,9,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,802,802,N,N, , ,M,B,11091958,51,6,2,190,BK,BR,M, ,L, , ,SIDEWALK,295,OSBORN STREET,TILDEN HOUSES,BROWNSVILLE HOUSES, ,BROOKLYN, , ,73,K,11, ,1009861,181573,CM,1,31
536124,2010,79,14162,11142010,205,A,O,P,2,CPCS,2,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,165,79,N,N, , ,M,B,5151954,56,5,9,175,BK,BR,M, ,L, , ,SIDEWALK,333,KOSCIUSZKO ST,MARCUS GARVEY BOULEVAR,THROOP AVENUE, ,BROOKLYN, , ,79,D,11, ,1000475,191311,CM,1,24
188592,2010,84,1370,4212010,1620,A,O,P,1,FELONY (BURGLARY),2,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,84,84,N,N, , ,F,B,2101976,34,5,3,120,BK,XX,T, ,L, , ,RESIDENTIAL,225A,WYCKOFF STREE,NEVINS STREET,BOND STREET, ,BROOKLYN, , ,84,H, , ,988308,188454,CM,1,14
